id,streetName,buildingNumber,city,zipcode,country,countyCode,latitude,longitude
305,Murazik Stream,6777,Roscoeland,98158-0243,Dominica,MX,89.721373,-73.986272
306,Edna Pass,89019,Lake Arjunland,77303-1107,Portugal,SC,-20.446819,-145.613411
307,Bayer Rapid,2806,East Emilie,66869,Switzerland,MO,39.608424,-43.328349
308,Frankie Tunnel,6834,Enricotown,82851,South Georgia and the South Sandwich Islands,SS,75.677302,97.715185
309,Quitzon Cape,10667,West Mireille,42868-1507,Spain,NP,-52.701090,67.473035
310,Mario Village,3513,Abdulborough,15433-5195,Ukraine,MF,-82.219572,-175.249084
311,Boyer Ramp,3833,Justinefort,16520-8909,Cyprus,LU,57.435987,-170.711298
312,Heidi Spur,157,East Gladycestad,32903-1648,American Samoa,SS,-11.465120,18.730626
313,Josue Falls,462,West Clint,39293-9947,Congo,CO,-67.373217,136.055909
314,Stroman Divide,9137,Sonyaborough,37351-0641,Belize,MP,-21.886719,-48.220044
315,Bashirian Point,3096,Danikaborough,51313-9305,Morocco,GN,87.051744,-176.414312
316,Sherman Mall,6456,East Laurence,57116,Cape Verde,LR,-52.056218,70.979160
317,Mertz Springs,7169,Kutchville,35438,Belize,AD,87.784028,69.903815
318,Wilkinson Rue,851,Goodwinmouth,07431-2341,Syrian Arab Republic,LV,78.369041,-101.060068
319,Dayna Fort,246,New Pat,30371,New Zealand,TH,2.383757,-171.023669
320,Emiliano Circle,591,Lake Eulalia,14062,Pitcairn Islands,PS,-51.592424,156.021492
321,Schoen Village,194,East Heaven,15950-1112,Cambodia,SM,74.465717,23.630790
322,Jarret Light,36867,New Darrick,26463-1823,Antigua and Barbuda,MX,-38.393025,-161.096881
323,Carter Field,79785,West Sydni,61519,France,PT,-59.591978,143.694434
324,Edison Station,401,New Aurelia,10338,Norfolk Island,SV,27.355643,-176.437395
325,Rodriguez Avenue,565,South Alvertaland,96369,Chile,AT,14.843443,5.403829
326,Jaida Field,2053,Port Constantin,75481-4934,Switzerland,VA,9.485869,108.764204
327,Ollie Underpass,32866,Port Aracelishire,84322-5541,Saint Barthelemy,JP,3.930829,-10.797595
328,Ashlynn Plain,53145,Yoshikoville,04813-6872,Argentina,TM,27.022766,6.280002
329,Nolan Well,859,West Bettyechester,26207,Syrian Arab Republic,NR,-28.859533,65.813640
330,Kip Corners,2628,New Dawson,79558,Japan,CC,-6.461711,-133.106718
331,Pat Center,7659,Reillyton,98318,Taiwan,MF,66.400297,-41.768226
332,Kling Station,54462,Violettefort,78417,Bulgaria,BZ,12.956127,-75.985261
333,Nader Ports,1654,Amymouth,16338-5315,New Zealand,KE,-8.920059,47.132755
334,Waelchi Islands,7325,Hayeshaven,80900,Saudi Arabia,GY,-25.948922,52.916325
335,Hirthe Squares,1413,Port Norvalshire,79019,Faroe Islands,JO,-17.194115,-154.611640
336,Cartwright Street,390,Eloisetown,25364-6260,Macedonia,TW,62.455458,167.859702
337,Renner Cliff,277,Monahanmouth,56009,Belgium,DO,26.942009,-75.553314
338,Corbin Street,90856,West Kianville,26588-4630,Montenegro,GR,32.966382,-34.359775
339,Prohaska Prairie,25666,Laurachester,03883-3074,Botswana,CO,4.554603,166.333290
340,Mafalda Extensions,325,West Busterland,31283,Panama,VC,-79.994028,104.660215
341,Camron Road,62065,East Clyde,02450,Bulgaria,EG,-17.102088,-120.464818
342,Manuela Branch,8985,Schuppeborough,14411,Cambodia,TL,-57.326472,70.693016
343,Rosario Overpass,8660,Laceyhaven,37492,El Salvador,ZA,7.695753,171.399148
344,Shyanne Curve,20680,Lucyfort,46277,Swaziland,AS,39.323279,58.213929
345,Marquardt Spring,3728,Port Maribelberg,34522-4489,Mongolia,SY,80.136078,-79.839994
346,Julien Park,38614,Cristmouth,81096-9251,Saint Kitts and Nevis,MM,-52.721940,109.983223
347,Mafalda Port,75115,Priceborough,53837,French Southern Territories,NC,-2.490838,55.638628
348,McDermott Plains,2768,East Gracieshire,20382,Tanzania,LI,38.054282,67.722620
349,Alfredo Plaza,272,East Chloe,15513-0663,Pakistan,LC,66.144208,118.552460
350,Zackery Trail,8541,New Libbie,16984,France,IL,-38.723807,-64.159838
351,Labadie Branch,240,Romagueramouth,13474-3531,Trinidad and Tobago,ME,-50.995145,-164.997502
352,Vernice Drive,3922,Faymouth,84889-2980,Brunei Darussalam,LV,15.396707,135.514407
353,Kirlin Manors,27008,O'Kontown,59144,Australia,AQ,33.352366,54.892400
354,Tommie Harbor,7322,Rueckerbury,63191-3915,Aruba,KE,-10.829492,-61.065427
355,Bogan Valley,260,Leonelborough,97860-7957,Benin,MT,-31.501273,5.846230
356,Virginie Dale,627,West Archland,47559-6506,Thailand,DE,-21.837891,102.147520
357,Nella Tunnel,38383,Mossieberg,52131-5029,Iraq,KI,14.095371,-138.076656
358,Turcotte Forks,667,West Erling,89415-6699,Aruba,MN,86.748032,55.786792
359,Ledner Village,34078,Baileyborough,94320,British Virgin Islands,MO,53.117489,47.767524
360,Jacques Club,33308,Ginoview,30347,Senegal,AT,-46.257564,41.905715
361,Darien Key,103,Lake Nicklausfurt,84219-3419,Falkland Islands (Malvinas),MH,84.497870,-155.652754
362,Taryn Summit,981,East Beulahchester,68828-0105,Denmark,ZW,30.864323,-89.000456
363,Jodie Ports,9576,Jakubowskihaven,26839,Marshall Islands,BZ,41.658287,132.278142
364,Kessler Plain,9133,Gordonfurt,33526,Greece,ML,89.302798,-37.612652
365,Schimmel Crest,24434,Treutelport,08051,Samoa,AX,17.266759,20.549692
366,Janelle Parkways,847,East Spencershire,70842-8748,Canada,PT,-29.828541,160.964844
367,Tromp Greens,2694,Ondrickastad,18339-8829,Bolivia,BS,72.128653,-149.246811
368,Jaiden Manor,35316,Ziemestad,89448-0990,Netherlands Antilles,SL,-59.429775,-112.401046
369,Reichert Roads,66853,North Arleneshire,60948-0423,Saint Pierre and Miquelon,KN,41.261198,42.340711
370,Linnie Trail,5577,North Lupeville,47784-0338,Zambia,GP,68.639093,39.248334
371,Albin Coves,869,Lake Deangelo,53464,Switzerland,DO,87.248075,115.779553
372,Hahn Ferry,14095,Considinemouth,83380-7041,Mauritania,AW,-3.371167,-130.498964
373,Wilkinson Ville,42443,Kundeborough,80873-1055,Niue,VE,-62.545443,101.816133
374,Noemie Shore,6358,Lake Wileyport,34048,Spain,PL,-0.131886,168.216761
375,Hailee Roads,27406,Assuntamouth,50544,Guinea-Bissau,YE,-28.285679,86.416956
376,Pfannerstill Estate,56620,Port Dannieport,80678-1655,Argentina,TF,17.988865,97.577173
377,Arvel Shoals,446,D'Amoremouth,85650-0909,Antarctica (the territory South of 60 deg S),LA,-42.968729,-51.311894
378,Bode Ridge,4400,Rohanbury,22023-1262,New Zealand,IR,21.114895,-160.709046
379,Kling Streets,8722,Eunatown,16626-9596,Central African Republic,CF,28.450914,-132.830668
380,Caesar Burg,55908,Krajcikmouth,89545,Netherlands Antilles,UZ,-59.912677,76.325425
381,Kane Hills,726,Felixfort,00609,Israel,GW,31.354875,-59.416422
382,Schamberger Streets,84421,Wisokyfurt,74183-3884,Saint Lucia,SS,-35.914122,-89.333389
383,Araceli Expressway,4901,Howeborough,44088,Kiribati,BS,-55.823767,-124.929456
384,Isobel Mills,84036,Joannetown,49131,Central African Republic,SJ,-43.774524,31.798348
385,Wolf Overpass,73337,Orvalbury,90282,Dominica,SZ,-17.711735,-164.782530
386,Giovanny Branch,2721,Port Selena,74342,Guinea,AT,34.611445,74.943467
387,Muller Ridge,73757,Stanville,75404,Micronesia,BM,35.601635,-52.406333
388,Garnett Cape,851,Port Emmyside,54547-7727,Panama,SV,-16.073626,16.442760
389,Maybell Plains,73301,West Sanford,52763,Ethiopia,LU,-9.641175,-38.393599
390,Delta Row,1595,Gibsonside,19277,Saint Pierre and Miquelon,GU,32.153768,134.277525
391,Cullen Expressway,6007,New Calista,76741,Lebanon,JE,-28.044089,156.520527
392,Britney Pass,150,Vilmamouth,39092,Paraguay,TN,26.943428,-121.497225
393,Brown Prairie,55175,Lake Claudieshire,65267-7177,New Caledonia,AU,-22.844509,175.195955
394,Dicki Island,243,South Lydia,61317-6021,Madagascar,PM,-7.439459,-21.668865
395,Lueilwitz Underpass,61881,Lonhaven,91092,Uruguay,NA,-30.903843,-33.446904
396,Heaney Plain,3810,Larsontown,24679,Bulgaria,LU,42.725275,-7.813274
397,Sanford Grove,9910,Minniefort,38918,Kuwait,ID,-46.281435,-169.774535
398,Carter Springs,8837,Lowechester,97524,Kyrgyz Republic,NU,33.295445,100.802995
399,Keeling Plains,91402,Cathrinetown,89641,Zimbabwe,ID,-7.953649,-144.788869
400,Greenfelder Club,9214,Port Israelfort,11527,Italy,GM,-29.110212,164.562419
401,Bednar Row,269,West Brigitteburgh,42247,Timor-Leste,JM,10.485279,-114.377835
402,Jast Keys,862,Prestonshire,36799,Portugal,SM,76.812196,70.009579
403,Beier Cove,503,Willieton,58943,Sweden,ZM,-57.386765,-108.520135
404,Claudie Vista,77565,North Brett,72617-3989,Norway,WF,62.737373,-29.770574
405,Terry Parks,98910,Lake Keonchester,44701-0658,Estonia,CM,36.484418,-125.543280
406,Schaden Village,264,Boganmouth,67533,Portugal,KW,-36.383254,61.869801
407,Davonte View,476,Rosettabury,50974-9625,Albania,SI,52.247532,-84.465787
408,Yolanda Loop,419,Lorenberg,12629,Singapore,GD,3.388925,75.753706
409,Nolan Stream,2193,East Osvaldostad,74822,Brazil,UY,62.419946,37.055637
410,Trinity Row,9522,Port Ramiroton,89305,India,TF,21.373619,-29.837450
411,Hills Hill,1583,Kuhlmanfurt,14576,Afghanistan,TH,-82.341769,158.517950
412,Waters Loaf,562,North Marianne,90986-0097,Cuba,BG,-10.767854,-108.480282
413,Schowalter Views,240,North Mauriceland,62625,Chile,RE,-57.167792,-123.330166
414,Prohaska Estates,77291,Strackeborough,52316-1403,Haiti,LY,79.073707,26.235491
415,Helen Spring,5324,North Effie,22325-1966,Bhutan,BQ,-85.298282,-87.714620
416,Wisozk Landing,510,Dachstad,43400-8268,Uganda,SZ,64.689242,-57.529051
417,Toy Ferry,609,Michelland,46336-1349,Algeria,GP,-29.977755,176.045839
418,Jacobs Ways,25750,Port Rosaleeshire,35663-3111,Romania,EC,-28.967211,167.612342
419,Rick Cliff,3105,Brandistad,22737-1195,Lithuania,GB,80.734163,43.549928
420,Carter Knoll,59084,New Lloydport,98729-8374,Portugal,PS,48.571391,-33.144326
421,Jasen Key,56450,Port Freddy,23138,Antigua and Barbuda,MR,0.197058,-23.823721
422,Terry Forges,81754,Estellebury,72485,Holy See (Vatican City State),EH,44.970196,134.610358
423,Quitzon Cove,45448,Koelpinborough,57031-5545,Fiji,PR,-32.846820,169.180991
424,Friesen Fall,562,Gloriaberg,87511,Macedonia,VU,47.626708,37.855061
425,Amaya Ports,42240,Lake Trudiemouth,81286,Tokelau,FI,84.643304,-102.022803
426,Lia Club,8773,North Earlburgh,91391-0130,Myanmar,MW,46.361968,18.904319
427,Pat Cliff,45564,South Ebba,73288-2241,Puerto Rico,IT,1.622352,-31.519126
428,Lisette Harbor,479,East Matteo,45321-2160,Nepal,BZ,86.266777,-62.197838
429,Hermann Fall,6423,North Tobin,83258,Nicaragua,JO,82.871348,-67.733686
430,Halvorson Courts,13863,Christianton,82840-1549,Colombia,NC,45.940403,33.729111
431,Lily River,4049,East Ellsworthtown,72318-5949,Kyrgyz Republic,GR,80.157350,-66.228593
432,Gibson Path,3186,Feesttown,21108-9284,Luxembourg,NP,-21.319480,-130.562225
433,Kaia Manor,52533,Lake Ciarafort,88122,Samoa,CZ,-81.499639,-99.172482
434,Amani Keys,4765,Fernemouth,74873-3026,Jersey,BS,-47.082370,14.658466
435,Skiles Keys,11563,Brekkeberg,52232-6088,French Polynesia,GY,64.125876,-50.210608
436,Gerhold Mill,6164,Velmabury,98531,Japan,CM,-74.317383,-11.828704
437,Monahan Heights,67090,Schmelerburgh,37896,Belarus,PH,52.653824,105.556429
438,Rowe Skyway,73081,West Jakeburgh,61816-5010,Malaysia,RU,79.296334,-70.418325
439,Heloise Knoll,733,Rubenhaven,56591,Cayman Islands,BB,55.042919,-7.426246
440,Cicero Ports,95912,Port Laurence,95347-3573,Mauritius,IT,-16.176736,148.762975
441,Johnston Ways,176,Elmirafurt,80713,Tonga,NG,23.861883,40.053888
442,Ratke Stream,64082,Carrollbury,00034-8095,Singapore,DM,57.437245,-57.130377
443,Stroman Fork,27281,New Agustinaside,31220,Georgia,TC,-86.288735,-109.327775
444,Manuel Bridge,888,Cheyanneton,61237-7768,Somalia,TJ,89.687548,-59.546036
445,Runolfsdottir Turnpike,158,New Mathias,92967-1306,Panama,BY,-55.587737,-106.702952
446,Matteo Rue,585,Tobyberg,97242,Bahrain,BI,-45.417240,165.085000
447,Cronin Garden,6723,East Kodyview,51199-5786,Bouvet Island (Bouvetoya),PR,72.658182,-134.237164
448,Howe Orchard,27878,Port Retahaven,00940,Colombia,CK,68.750438,-127.031962
449,Heller Crossing,63806,Lionelshire,61792,Netherlands,IQ,8.895086,92.511602
450,Richard Brooks,725,Ernsertown,08295-1758,Korea,IE,-42.973204,-77.762114
451,Jacobson Islands,695,Johanberg,93856,Montenegro,ES,-63.203431,45.668890
452,Brenna Rapid,146,North Johannchester,52220-6254,Greece,EG,84.131425,20.863164
453,Alysa Turnpike,9732,Lake Jermeyton,87764-0145,United Kingdom,AI,66.922112,17.194465
454,White Skyway,193,Zellatown,36911-7006,Korea,KN,60.974251,-68.105498
455,Anastacio Course,30266,Port Lenna,48221,Ukraine,BS,88.015855,-41.772119
456,Littel Dam,6356,Brakusborough,10867-6393,Czech Republic,AU,68.809526,165.060886
457,Macejkovic Radial,78794,Mariellebury,88929-5224,Aruba,LB,82.842127,-96.256093
458,Viva Inlet,36613,North Stacy,26044,Gambia,BL,75.009521,-162.892638
459,Cassie Summit,3604,Lilyanburgh,07252-4155,Belgium,SY,22.599318,-142.127627
460,Royal Row,301,Helenton,08996-5221,Chad,HU,-14.500608,-10.396100
461,Zoe Stravenue,80323,Brigitteberg,15737-3393,Monaco,UY,-29.075762,129.832062
462,Aurelia Prairie,750,New Benjamin,10715-4546,Bosnia and Herzegovina,BB,-76.043323,87.148550
463,Ryleigh Plains,26503,Gleasonville,78257,Qatar,NI,55.098514,53.267629
464,Hessel View,8863,South Murlstad,94189,Faroe Islands,SK,-68.336615,38.228028
465,Skiles Rue,318,Port Katlynburgh,20119,Holy See (Vatican City State),LK,-89.123126,-107.259845
466,Halie Viaduct,6070,Bobbyport,11369-7010,Namibia,UG,17.349545,-83.799440
467,Lehner Course,698,Freddieview,35849,Saint Pierre and Miquelon,VA,-10.850092,43.929556
468,Maggio Rapid,27114,North Zolaborough,50375,Myanmar,AQ,-49.415589,77.407976
469,Lucious Meadows,13138,North Braden,15792,Belarus,MT,-48.621687,25.367929
470,Ronaldo Viaduct,44398,Mathildeborough,75510-9047,Jordan,CM,-38.846380,-113.750279
471,Douglas Crossing,85467,Port Curtview,08966,Palau,SK,77.374159,9.351056
472,Leda Rue,738,West Mariana,67379-9990,Netherlands,BO,-13.628507,-16.118784
473,Cummings Inlet,274,Joaquinburgh,71919-0523,Burundi,RU,-31.804295,39.995168
474,Emmie Camp,918,West Rubiestad,73229,Afghanistan,WF,0.712400,-8.630464
475,Enrique Run,71784,New Fanniemouth,46299,Netherlands Antilles,SK,29.583251,-160.714805
476,Robbie View,3552,Heaneyburgh,97650-5734,Turkey,UY,-55.115836,-168.551278
477,Nelson Mills,3172,Port Coralieview,86708,Saint Lucia,EG,-25.660427,-55.665450
478,Trudie Path,516,East Kayaton,11834-3803,Panama,BR,36.502078,-27.934882
479,Lonnie Passage,300,Andresview,03511,Estonia,TJ,-19.752265,-53.835524
480,Micheal Place,46258,Astridfort,12650,Madagascar,IT,-39.645372,17.571744
481,Mueller Center,4513,Lednerland,20043-7469,Mayotte,ZA,-21.421719,127.362586
482,Maggio Heights,346,Westmouth,07098,Austria,RO,-66.898425,-154.936808
483,Bella Key,144,North Alverachester,03739,French Guiana,YT,6.727214,34.430780
484,Ericka Loaf,1582,Lebsackshire,91929,Cameroon,AG,-1.609743,-143.280999
485,Colin Square,88219,Meaghanchester,11196,China,HN,-53.499595,-166.738755
486,Langosh Fork,369,Koeppstad,70646,Bolivia,YE,-84.389938,169.634128
487,Botsford Forges,92064,Runolfsdottirshire,00305,British Virgin Islands,AX,-48.639991,172.234497
488,Gerlach Centers,72752,Theodoreton,89953,Ethiopia,KM,44.594932,113.074094
489,Dach Dam,5440,Johnstonmouth,97499,Hungary,TH,39.089822,10.135834
490,Cummings Valley,64839,South Ara,58004-6037,French Polynesia,WF,-85.577206,-70.114683
491,Wilfrid Skyway,580,Keltonborough,43611-5890,Jordan,TH,25.822466,11.020050
492,Ignacio Falls,2124,Cormierton,16950,San Marino,AU,-4.688857,-157.004435
493,Renner Ranch,51017,Kundebury,57456,Liberia,IN,78.983079,55.766589
494,Ramona Squares,56729,Wildermanville,09748-5271,Syrian Arab Republic,BJ,86.082548,-57.247497
495,Fleta Row,83400,Jeraldfurt,67118,Isle of Man,AO,-44.117846,84.847138
496,Littel Crossing,7702,East Eldridgeburgh,12837-0059,Monaco,ME,64.956650,-44.280277
497,Elaina Vista,840,Hegmannhaven,35414,Papua New Guinea,CV,62.453506,112.327707
498,Sage Court,9516,Maryseview,21674-7141,Hungary,SI,-13.977956,-122.177403
499,Luz Roads,30629,Port Helenaside,91946-6430,Albania,VA,-84.523717,-4.915637
500,Olson Stream,51338,Lehnerville,16980,Sierra Leone,DM,-37.263171,111.861082
501,Clemens Flat,89936,Carterburgh,66028,Reunion,PW,-27.378445,177.286863
502,Hilton Glens,645,Streichborough,62526,Libyan Arab Jamahiriya,ML,-47.810078,150.435740
503,Dimitri Passage,88636,Mayertberg,53954-1405,Marshall Islands,GM,-6.690807,168.199039
504,Alana Shoals,1872,West Desmond,99363,Guinea,IQ,80.680044,-2.654731
505,Feest Motorway,66132,Eltashire,47067,Singapore,ZM,-50.013973,80.786559
506,Christiansen Drives,8223,Danielville,20452-5546,Papua New Guinea,CZ,17.177538,-39.375587
507,Colby Grove,33743,Demarcostad,34870,Botswana,WS,-61.624874,14.067393
508,Judy Trail,1419,New Carter,24480-1045,Madagascar,AE,-65.779388,121.297602
509,Lowe Walks,349,East Romanmouth,66741,United States of America,KY,-8.102554,-21.583652
510,Cletus Divide,51016,West Aimee,51899,Anguilla,CX,-25.145485,-69.888302
511,Leonel Motorway,95088,South Mustafa,71172,Jersey,YE,61.730345,-135.297032
512,Bernice Locks,664,Waltermouth,78530-3187,Lebanon,SV,-3.246724,-136.542295
513,Johnathan Shoals,6514,Connietown,74081-8491,Cape Verde,CK,-30.934461,158.980418
514,Christiansen Ranch,38374,Lake Cloydtown,94105,Niue,MQ,42.506112,136.060202
515,Haag Center,85876,Lake Makennaton,61565-6250,Egypt,SV,58.293193,-0.690325
516,Chaya Mount,724,Guiseppetown,12594,Bolivia,NA,62.717751,-165.667350
517,Eulah Harbor,123,McDermottton,28977-5533,Sri Lanka,PM,70.645704,114.227044
518,Cassin Island,454,North Arnulfohaven,63011,Malaysia,CL,49.285918,156.463327
519,Crystel Course,295,Port Joycemouth,70981-4336,Guernsey,CZ,22.204184,128.433490
520,Stiedemann Prairie,35122,South Preciousview,13278-9282,Malaysia,CM,-35.942972,-32.196559
521,Clementine Haven,4545,Hagenesburgh,48660,Angola,SI,-4.070777,31.627851
522,Meda Ports,470,North Jaylonchester,63504-6406,Saudi Arabia,NE,-17.049184,-108.266058
523,Tara Plaza,478,New Trishafort,78860-2326,Kyrgyz Republic,KW,-65.769376,-100.887871
524,Victor Lane,933,Estevanview,33949,Syrian Arab Republic,SD,-55.591481,89.210535
525,Luettgen Lodge,86608,Augustastad,15163,Palau,AR,-49.740610,61.049689
526,Verner Extension,915,Lake Freeman,97412,Wallis and Futuna,AR,-79.163627,23.620680
527,Rogahn Mill,59561,Careytown,75610-0589,Yemen,SE,-66.711423,-120.917206
528,Cyril Overpass,52579,Reichelfurt,62047,Slovenia,CM,-65.426418,-11.911364
529,Wisoky Light,3130,South Armaniland,87803-0098,Colombia,DM,-47.593738,122.163868
530,Ruth Fords,71268,Bradtkeburgh,89151-0395,Seychelles,NC,28.133094,66.303980
531,Waldo Pine,9252,Deckowton,65161,Chad,BT,-22.111012,-79.971068
532,Alfonso Grove,68314,Shanahanfort,10460-0715,Timor-Leste,LK,68.968331,171.870939
533,Von Ville,52546,Ovaland,77110,Fiji,IE,31.274334,145.894111
534,Prosacco Ranch,309,North Manuelahaven,09116,Palau,PY,25.601912,-156.502657
535,Schroeder Row,6930,Port Carrollton,46062-6346,Burkina Faso,RU,4.835738,45.745086
536,Larson Road,84855,Port Veldaborough,07673-5611,Brunei Darussalam,CZ,-48.378695,109.470649
537,Bogisich Viaduct,774,East Wilton,52547-3087,Greece,PG,12.061784,149.434955
538,Augusta Trafficway,3220,Henryview,11073,Tokelau,CL,80.062556,-70.483067
539,Tyler Ford,9767,Abbottmouth,32794,Somalia,PN,55.337439,-141.543618
540,Goodwin Springs,9089,Lake Autumnhaven,76934-2961,Korea,LS,-60.635499,-17.908646
541,Schmitt Vista,34456,Larsonhaven,84838,Portugal,ZA,70.944384,0.260324
542,Lizeth Garden,40522,Nitzschefurt,11557-6570,Hong Kong,ID,25.668413,-19.655774
543,Pfannerstill Locks,9209,Port Nathen,67208-8556,Guernsey,NG,17.241136,89.828982
544,Athena Parkway,7322,New Pansy,65704,Sweden,SG,79.849604,146.300034
545,Kassulke Terrace,31445,New Ottiliefort,07204-8423,Seychelles,SE,29.406840,-70.494923
546,Dianna Park,111,South Lisettestad,80041-4156,Vietnam,TD,59.726842,24.280669
547,Mavis Courts,19490,Volkmanberg,58730-6436,Honduras,BO,14.185063,12.108535
548,Leffler Forge,3760,Hopeville,41687,Tunisia,NF,78.814054,-62.359047
549,Stokes Spur,910,Hannahside,61986-7062,French Polynesia,GU,-60.674212,96.422147
550,Schaden Neck,64483,East Abbymouth,87593,San Marino,SK,-82.563267,65.014518
551,Purdy Plains,652,Port Antonetta,22955-9892,Pakistan,GI,73.150227,-101.056346
552,Roxanne Prairie,73232,Manuelstad,93392-6619,British Virgin Islands,FR,-5.541772,-139.690279
553,Rogahn Alley,6266,East Karltown,81297,Madagascar,MT,7.639447,168.672852
554,Crona Port,6767,Loganmouth,13079,Turks and Caicos Islands,TM,79.238333,7.045549
555,Dulce Ville,95449,Marieshire,45935,Korea,AS,-11.828032,-127.605097
556,Delia Plain,68937,Joannychester,83753-7114,Spain,MA,12.419430,-62.858909
557,Rath Common,716,Margretborough,46391-0528,Oman,DO,-29.530732,17.946031
558,Mayra Expressway,8462,Port Jensenmouth,44760-0109,Tokelau,GI,-4.546850,-48.081304
559,Jakubowski Tunnel,7220,East Serena,98157,Iran,FO,60.661688,-4.021729
